"Underlying Name","Expiration Date","Strike Price","Call-Price","Call-Change in Price (%)","Call-Probability of Profit","Call-Open Interest","Call-Volume","Call-Implied Volatility","Greeks: Call Delta","Greeks: Call Theta","Greeks: Call Vega","Greeks: Call Gamma","Greeks: Call Rho","Put-Price","Put-Change in Price (%)","Put-Probability of Profit","Put-Open Interest","Put-Volume","Put-Implied Volatility","Put-Call Ratio","Greeks: Put Delta","Greeks: Put Theta","Greeks: Put Vega","Greeks: Put Gamma","Greeks: Put Rho"
"RELIANCE","27-02-2025","1260.0","6.15","-18.54","17.41","4143500.0","3871000","21.12","0.2179","-0.5303","0.7031","0.0058","","46.45","1.75","46.23","1346000.0","257000","20.02","0.3248","-0.7951","-0.4849","0.6782","0.0059"
"RELIANCE","27-02-2025","1270.0","4.4","-20.72","13.74","4847000.0","3317000","21.24","0.1667","-0.4524","0.5964","0.0049","","54.8","1.86","47.73","902500.0","191500","19.78","0.1862","-0.8513","-0.3908","0.5533","0.0049"
"RELIANCE","27-02-2025","1280.0","3.3","-21.43","10.95","6406500.0","3425000","21.73","0.13","-0.392","0.5052","0.0041","","63.4","2.92","48.74","1603500.0","134500","19.78","0.2503","-0.8928","-0.3113","0.4408","0.0039"
"RELIANCE","27-02-2025","1290.0","2.8","-20.0","9.17","2674500.0","1818000","22.95","0.108","-0.3632","0.4431","0.0034","","72.5","1.97","49.48","575500.0","28500","19.53","0.2152","-0.928","-0.2286","0.3277","0.0029"
"RELIANCE","27-02-2025","1300.0","2.25","-22.41","7.36","1.3311E7","6386500","23.68","0.0859","-0.3166","0.3743","0.0028","","82.0","1.11","49.95","2283500.0","222500","20.02","0.1715","-0.9475","-0.183","0.2559","0.0022"
"RELIANCE","27-02-2025","1310.0","1.7","-24.44","5.98","1581000.0","1071000","24.41","0.0692","-0.277","0.3177","0.0023","","91.5","-5.03","50.31","193500.0","10500","19.04","0.1224","-0.972","-0.1042","0.1532","0.0014"
"RELIANCE","27-02-2025","1320.0","1.35","-25.0","4.68","2466500.0","1079000","24.9","0.0539","-0.2326","0.2615","0.0018","","101.5","1.81","50.39","463000.0","5000","20.51","0.1877","-0.9751","-0.1018","0.139","0.0012"
"RELIANCE","27-02-2025","1330.0","1.05","-25.0","3.62","1274000.0","748500","25.39","0.0417","-0.193","0.2129","0.0015","","102.7","-4.02","99.0","137500.0","1500","0.0","0.1079","-1.0","0.0","0.0","0.0"
"RELIANCE","27-02-2025","1340.0","0.9","-25.0","3.05","1350500.0","541500","26.37","0.0352","-0.1745","0.1853","0.0012","","117.05","-0.17","99.0","237500.0","7500","0.0","0.1759","-1.0","0.0","0.0","0.0"
"RELIANCE","27-02-2025","1350.0","0.8","-30.43","2.79","2893000.0","1989500","27.83","0.0323","-0.1717","0.1728","0.0011","","129.5","1.41","99.0","1066500.0","2000","0.0","0.3686","-1.0","0.0","0.0","0.0"
"RELIANCE","27-02-2025","1360.0","0.7","-30.0","2.22","710000.0","246500","28.32","0.0258","-0.1451","0.1435","9.0E-4","","130.55","-6.08","99.0","155500.0","1500","0.0","0.219","-1.0","0.0","0.0","0.0"
"RELIANCE","27-02-2025","1370.0","0.6","-25.0","1.92","498500.0","89000","29.3","0.0224","-0.1331","0.1272","8.0E-4","","142.25","-7.03","99.0","114500.0","500","0.0","0.2297","-1.0","0.0","0.0","0.0"
"RELIANCE","27-02-2025","1380.0","0.6","-14.29","1.95","407500.0","103500","31.25","0.0229","-0.1449","0.1299","7.0E-4","","151.05","-6.47","99.0","33500.0","500","0.0","0.0822","-1.0","0.0","0.0","0.0"
"RELIANCE","27-02-2025","1390.0","0.55","-21.43","1.71","396000.0","60500","32.23","0.0203","-0.1345","0.1169","6.0E-4","","103.35","0.0","99.0","5000.0","0","0.0","0.0126","-1.0","0.0","0.0","0.0"
"RELIANCE","27-02-2025","1400.0","0.55","-21.43","1.5","8104000.0","992000","33.2","0.0179","-0.1249","0.1054","6.0E-4","","179.85","0.7","99.0","2916500.0","164500","0.0","0.3599","-1.0","0.0","0.0","0.0"
"RELIANCE","27-02-2025","1410.0","0.45","-10.0","1.35","240000.0","21500","34.18","0.0161","-0.1175","0.0963","5.0E-4","","0.0","-100.0","99.0","0.0","0","0.0","0.0","-1.0","0.0","0.0","0.0"
"RELIANCE","27-02-2025","1420.0","0.3","-40.0","0.86","454000.0","117000","33.2","0.0103","-0.0774","0.0653","3.0E-4","","190.1","-12.82","99.0","37500.0","1000","0.0","0.0826","-1.0","0.0","0.0","0.0"
"RELIANCE","27-02-2025","1430.0","0.3","-25.0","0.92","184000.0","20000","35.16","0.0112","-0.0879","0.07","3.0E-4","","212.0","0.0","51.22","8500.0","0","41.5","0.0462","-0.9728","-0.2221","0.1498","6.0E-4"
"RELIANCE","27-02-2025","1440.0","0.25","-28.57","0.7","416000.0","25000","35.16","0.0085","-0.0695","0.0554","3.0E-4","","220.1","-2.18","99.0","179000.0","500","0.0","0.4303","-1.0","0.0","0.0","0.0"
"RELIANCE","27-02-2025","1460.0","0.25","0.0","0.58","227500.0","9500","37.11","0.0072","-0.0633","0.0478","2.0E-4","","237.1","0.0","99.0","195000.0","0","0.0","0.8571","-1.0","0.0","0.0","0.0"
"RELIANCE","27-02-2025","1480.0","0.25","-16.67","0.7","268000.0","10500","41.02","0.0088","-0.083","0.0567","2.0E-4","","191.15","0.0","99.0","148500.0","0","0.0","0.5541","-1.0","0.0","0.0","0.0"
"RELIANCE","27-02-2025","1500.0","0.1","-50.0","0.3","2718000.0","54000","39.06","0.0038","-0.0373","0.0267","1.0E-4","","278.8","0.83","99.0","3143500.0","19500","0.0","1.1565","-1.0","0.0","0.0","0.0"
"RELIANCE","27-02-2025","1520.0","0.15","0.0","0.38","623000.0","46500","42.97","0.0049","-0.0524","0.0341","1.0E-4","","300.0","0.5","99.0","714000.0","5000","0.0","1.1461","-1.0","0.0","0.0","0.0"
